simulation,subject,group_id,question_count,question_start,question_end,shared_context,source_file,source_exam,pages,question_ids
simulacro-1,Lectura Crítica,LEC-reading2026-main-04-05,2,4,5,True,16-feb-cuadernillo-de-preguntas-lectura-critica-saber-11-2026.pdf,,assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p008.jpg | assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p009.jpg,reading2026:main:04 | reading2026:main:05
simulacro-1,Lectura Crítica,LEC-reading2026-main-09-10,2,9,10,True,16-feb-cuadernillo-de-preguntas-lectura-critica-saber-11-2026.pdf,,assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p011.jpg | assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p012.jpg,reading2026:main:09 | reading2026:main:10
simulacro-1,Lectura Crítica,LEC-reading2026-main-11-12,1,11,11,True,16-feb-cuadernillo-de-preguntas-lectura-critica-saber-11-2026.pdf,,assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p013.jpg | assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p014.jpg,reading2026:main:11
simulacro-1,Lectura Crítica,LEC-reading2026-main-13-13,1,13,13,False,16-feb-cuadernillo-de-preguntas-lectura-critica-saber-11-2026.pdf,,assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p015.jpg,reading2026:main:13
simulacro-1,Lectura Crítica,LEC-reading2026-main-14-14,1,14,14,False,16-feb-cuadernillo-de-preguntas-lectura-critica-saber-11-2026.pdf,,assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p016.jpg,reading2026:main:14
simulacro-1,Lectura Crítica,LEC-reading2026-main-15-16,2,15,16,True,16-feb-cuadernillo-de-preguntas-lectura-critica-saber-11-2026.pdf,,assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p017.jpg,reading2026:main:15 | reading2026:main:16
simulacro-1,Lectura Crítica,LEC-reading2026-main-17-18,2,17,18,True,16-feb-cuadernillo-de-preguntas-lectura-critica-saber-11-2026.pdf,,assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p018.jpg | assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p019.jpg,reading2026:main:17 | reading2026:main:18
simulacro-1,Lectura Crítica,LEC-reading2026-main-19-20,2,19,20,True,16-feb-cuadernillo-de-preguntas-lectura-critica-saber-11-2026.pdf,,assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p020.jpg | assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p021.jpg,reading2026:main:19 | reading2026:main:20
simulacro-2,Lectura Crítica,LEC-reading2026-main-23-23,1,23,23,False,16-feb-cuadernillo-de-preguntas-lectura-critica-saber-11-2026.pdf,,assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p024.jpg,reading2026:main:23
simulacro-2,Lectura Crítica,LEC-reading2026-main-25-25,1,25,25,False,16-feb-cuadernillo-de-preguntas-lectura-critica-saber-11-2026.pdf,,assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p026.jpg,reading2026:main:25
simulacro-1,Lectura Crítica,LEC-reading2026-main-29-33,5,29,33,True,16-feb-cuadernillo-de-preguntas-lectura-critica-saber-11-2026.pdf,,assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p029.jpg | assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p030.jpg | assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p031.jpg,reading2026:main:29 | reading2026:main:30 | reading2026:main:31 | reading2026:main:32 | reading2026:main:33
simulacro-1,Lectura Crítica,LEC-reading2026-main-34-41,8,34,41,True,16-feb-cuadernillo-de-preguntas-lectura-critica-saber-11-2026.pdf,,assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p032.jpg | assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p033.jpg | assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p034.jpg | assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p035.jpg,reading2026:main:34 | reading2026:main:35 | reading2026:main:36 | reading2026:main:37 | reading2026:main:38 | reading2026:main:39 | reading2026:main:40 | reading2026:main:41
simulacro-1,Lectura Crítica,EXT-reading2026-42-49,7,42,48,True,16-feb-cuadernillo-de-preguntas-lectura-critica-saber-11-2026.pdf,,assets/pages/expanded/reading2026/p036.jpg | assets/pages/expanded/reading2026/p037.jpg | assets/pages/expanded/reading2026/p038.jpg | assets/pages/expanded/reading2026/p039.jpg,reading2026:42 | reading2026:43 | reading2026:44 | reading2026:45 | reading2026:46 | reading2026:47 | reading2026:48
simulacro-1,Lectura Crítica,EXT-eva2020-reading1-01-04,4,1,4,True,guia-lecturacritica-11-1.pdf,Evaluar para Avanzar 2020 - Cuadernillo 1,assets/pages/expanded/eva2020-reading1/eva2020-reading1-01-04-01.jpg | assets/pages/expanded/eva2020-reading1/eva2020-reading1-01-04-02.jpg,eva2020-reading1:01 | eva2020-reading1:02 | eva2020-reading1:03 | eva2020-reading1:04
simulacro-1,Lectura Crítica,EXT-eva2020-reading1-05-08,4,5,8,True,guia-lecturacritica-11-1.pdf,Evaluar para Avanzar 2020 - Cuadernillo 1,assets/pages/expanded/eva2020-reading1/eva2020-reading1-05-08-01.jpg,eva2020-reading1:05 | eva2020-reading1:06 | eva2020-reading1:07 | eva2020-reading1:08
simulacro-2,Lectura Crítica,EXT-eva2020-reading1-09-12,4,9,12,True,guia-lecturacritica-11-1.pdf,Evaluar para Avanzar 2020 - Cuadernillo 1,assets/pages/expanded/eva2020-reading1/eva2020-reading1-09-12-01.jpg,eva2020-reading1:09 | eva2020-reading1:10 | eva2020-reading1:11 | eva2020-reading1:12
simulacro-2,Lectura Crítica,EXT-eva2020-reading1-13-16,4,13,16,True,guia-lecturacritica-11-1.pdf,Evaluar para Avanzar 2020 - Cuadernillo 1,assets/pages/expanded/eva2020-reading1/eva2020-reading1-13-16-01.jpg,eva2020-reading1:13 | eva2020-reading1:14 | eva2020-reading1:15 | eva2020-reading1:16
simulacro-2,Lectura Crítica,EXT-eva2020-reading1-17-20,4,17,20,True,guia-lecturacritica-11-1.pdf,Evaluar para Avanzar 2020 - Cuadernillo 1,assets/pages/expanded/eva2020-reading1/eva2020-reading1-17-20-01.jpg | assets/pages/expanded/eva2020-reading1/eva2020-reading1-17-20-02.jpg,eva2020-reading1:17 | eva2020-reading1:18 | eva2020-reading1:19 | eva2020-reading1:20
simulacro-2,Lectura Crítica,EXT-reading2019-01-01,1,1,1,False,cuadernillo-de-preguntas-saber-11-lectura-critica-2019.pdf,,assets/pages/expanded/reading2019/p005.jpg,reading2019:01
simulacro-2,Lectura Crítica,EXT-reading2019-02-03,2,2,3,True,cuadernillo-de-preguntas-saber-11-lectura-critica-2019.pdf,,assets/pages/expanded/reading2019/p006.jpg,reading2019:02 | reading2019:03
simulacro-2,Lectura Crítica,EXT-reading2019-05-06,2,5,6,True,cuadernillo-de-preguntas-saber-11-lectura-critica-2019.pdf,,assets/pages/expanded/reading2019/p008.jpg | assets/pages/expanded/reading2019/p009.jpg,reading2019:05 | reading2019:06
simulacro-2,Lectura Crítica,EXT-reading2019-07-08,2,7,8,True,cuadernillo-de-preguntas-saber-11-lectura-critica-2019.pdf,,assets/pages/expanded/reading2019/p009.jpg | assets/pages/expanded/reading2019/p010.jpg,reading2019:07 | reading2019:08
simulacro-2,Lectura Crítica,EXT-reading2019-09-10,2,9,10,True,cuadernillo-de-preguntas-saber-11-lectura-critica-2019.pdf,,assets/pages/expanded/reading2019/p010.jpg | assets/pages/expanded/reading2019/p011.jpg,reading2019:09 | reading2019:10
simulacro-2,Lectura Crítica,EXT-reading2019-11-12,2,11,12,True,cuadernillo-de-preguntas-saber-11-lectura-critica-2019.pdf,,assets/pages/expanded/reading2019/p011.jpg,reading2019:11 | reading2019:12
simulacro-2,Lectura Crítica,EXT-reading2019-15-16,2,15,16,True,cuadernillo-de-preguntas-saber-11-lectura-critica-2019.pdf,,assets/pages/expanded/reading2019/p013.jpg | assets/pages/expanded/reading2019/p014.jpg,reading2019:15 | reading2019:16
simulacro-2,Lectura Crítica,EXT-reading2019-17-18,1,18,18,True,cuadernillo-de-preguntas-saber-11-lectura-critica-2019.pdf,,assets/pages/expanded/reading2019/p014.jpg | assets/pages/expanded/reading2019/p015.jpg,reading2019:18
simulacro-2,Lectura Crítica,EXT-reading2019-19-20,1,20,20,True,cuadernillo-de-preguntas-saber-11-lectura-critica-2019.pdf,,assets/pages/expanded/reading2019/p015.jpg | assets/pages/expanded/reading2019/p016.jpg,reading2019:20
simulacro-2,Lectura Crítica,EXT-reading2019-21-21,1,21,21,False,cuadernillo-de-preguntas-saber-11-lectura-critica-2019.pdf,,assets/pages/expanded/reading2019/p016.jpg | assets/pages/expanded/reading2019/p017.jpg,reading2019:21
simulacro-2,Lectura Crítica,EXT-reading2019-23-23,1,23,23,False,cuadernillo-de-preguntas-saber-11-lectura-critica-2019.pdf,,assets/pages/expanded/reading2019/p018.jpg,reading2019:23
simulacro-2,Lectura Crítica,EXT-reading2019-24-24,1,24,24,False,cuadernillo-de-preguntas-saber-11-lectura-critica-2019.pdf,,assets/pages/expanded/reading2019/p018.jpg | assets/pages/expanded/reading2019/p019.jpg,reading2019:24
simulacro-2,Lectura Crítica,EXT-reading2019-25-25,1,25,25,False,cuadernillo-de-preguntas-saber-11-lectura-critica-2019.pdf,,assets/pages/expanded/reading2019/p019.jpg | assets/pages/expanded/reading2019/p020.jpg,reading2019:25
simulacro-2,Lectura Crítica,EXT-reading2019-26-28,1,26,26,True,cuadernillo-de-preguntas-saber-11-lectura-critica-2019.pdf,,assets/pages/expanded/reading2019/p020.jpg,reading2019:26
simulacro-2,Lectura Crítica,EXT-reading2019-29-33,1,29,29,True,cuadernillo-de-preguntas-saber-11-lectura-critica-2019.pdf,,assets/pages/expanded/reading2019/p021.jpg | assets/pages/expanded/reading2019/p022.jpg,reading2019:29
simulacro-2,Lectura Crítica,EXT-reading2019-34-41,4,35,41,True,cuadernillo-de-preguntas-saber-11-lectura-critica-2019.pdf,,assets/pages/expanded/reading2019/p023.jpg | assets/pages/expanded/reading2019/p024.jpg | assets/pages/expanded/reading2019/p025.jpg,reading2019:35 | reading2019:36 | reading2019:37 | reading2019:41
simulacro-2,Lectura Crítica,EXT-reading2019-42-49,2,45,49,True,cuadernillo-de-preguntas-saber-11-lectura-critica-2019.pdf,,assets/pages/expanded/reading2019/p025.jpg | assets/pages/expanded/reading2019/p026.jpg | assets/pages/expanded/reading2019/p027.jpg,reading2019:45 | reading2019:49
simulacro-1,Matemáticas,MAT-math2026-main-01-01,1,1,1,False,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p006.jpg,math2026:main:01
simulacro-1,Matemáticas,MAT-math2026-main-03-03,1,3,3,False,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p007.jpg,math2026:main:03
simulacro-1,Matemáticas,MAT-math2026-main-04-06,3,4,6,True,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p007.jpg | assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p008.jpg,math2026:main:04 | math2026:main:05 | math2026:main:06
simulacro-1,Matemáticas,MAT-math2026-main-07-07,1,7,7,False,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p009.jpg,math2026:main:07
simulacro-1,Matemáticas,MAT-math2026-main-08-08,1,8,8,False,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p009.jpg,math2026:main:08
simulacro-1,Matemáticas,MAT-math2026-main-09-13,4,9,13,True,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p010.jpg | assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p011.jpg | assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p012.jpg,math2026:main:09 | math2026:main:10 | math2026:main:11 | math2026:main:13
simulacro-1,Matemáticas,MAT-math2026-main-14-14,1,14,14,False,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p013.jpg,math2026:main:14
simulacro-1,Matemáticas,MAT-math2026-main-15-15,1,15,15,False,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p013.jpg,math2026:main:15
simulacro-1,Matemáticas,MAT-math2026-main-16-16,1,16,16,False,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p014.jpg,math2026:main:16
simulacro-1,Matemáticas,MAT-math2026-main-17-17,1,17,17,False,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p014.jpg,math2026:main:17
simulacro-1,Matemáticas,MAT-math2026-main-18-18,1,18,18,False,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p015.jpg,math2026:main:18
simulacro-1,Matemáticas,MAT-math2026-main-19-19,1,19,19,False,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p015.jpg,math2026:main:19
simulacro-1,Matemáticas,MAT-math2026-main-20-20,1,20,20,False,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p016.jpg,math2026:main:20
simulacro-1,Matemáticas,MAT-math2026-main-21-21,1,21,21,False,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p016.jpg,math2026:main:21
simulacro-1,Matemáticas,MAT-math2026-main-23-23,1,23,23,False,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p017.jpg,math2026:main:23
simulacro-1,Matemáticas,MAT-math2026-main-24-24,1,24,24,False,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p018.jpg,math2026:main:24
simulacro-1,Matemáticas,MAT-math2026-main-25-25,1,25,25,False,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p019.jpg,math2026:main:25
simulacro-1,Matemáticas,MAT-math2026-main-26-26,1,26,26,False,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p019.jpg,math2026:main:26
simulacro-1,Matemáticas,MAT-math2026-main-27-27,1,27,27,False,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p020.jpg,math2026:main:27
simulacro-1,Matemáticas,MAT-math2026-main-28-28,1,28,28,False,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p020.jpg,math2026:main:28
simulacro-1,Matemáticas,MAT-math2026-main-29-29,1,29,29,False,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p021.jpg,math2026:main:29
simulacro-1,Matemáticas,MAT-math2026-main-31-31,1,31,31,False,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p022.jpg,math2026:main:31
simulacro-1,Matemáticas,MAT-math2026-main-32-32,1,32,32,False,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p022.jpg,math2026:main:32
simulacro-1,Matemáticas,MAT-math2026-main-34-34,1,34,34,False,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p024.jpg,math2026:main:34
simulacro-1,Matemáticas,MAT-math2026-main-35-35,1,35,35,False,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p024.jpg,math2026:main:35
simulacro-1,Matemáticas,MAT-math2026-main-38-38,1,38,38,False,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p025.jpg,math2026:main:38
simulacro-1,Matemáticas,MAT-math2026-main-39-39,1,39,39,False,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p026.jpg,math2026:main:39
simulacro-1,Matemáticas,MAT-math2026-main-41-41,1,41,41,False,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p027.jpg,math2026:main:41
simulacro-1,Matemáticas,MAT-math2026-main-42-42,1,42,42,False,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p027.jpg,math2026:main:42
simulacro-1,Matemáticas,MAT-math2026-main-43-43,1,43,43,False,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p028.jpg,math2026:main:43
simulacro-1,Matemáticas,MAT-math2026-main-44-44,1,44,44,False,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p029.jpg,math2026:main:44
simulacro-1,Matemáticas,MAT-math2026-main-45-45,1,45,45,False,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p029.jpg,math2026:main:45
simulacro-1,Matemáticas,MAT-math2026-main-46-46,1,46,46,False,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p030.jpg,math2026:main:46
simulacro-1,Matemáticas,MAT-math2026-main-48-48,1,48,48,False,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p031.jpg,math2026:main:48
simulacro-1,Matemáticas,MAT-math2026-main-49-49,1,49,49,False,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p031.jpg,math2026:main:49
simulacro-1,Matemáticas,MAT-math2026-main-50-50,1,50,50,False,09-Marzo_Cuadernillo-de-Preguntas-Matematicas-Saber-11-2026.pdf,,assets/pages/09-marzo-cuadernillo-de-preguntas-matematicas-saber-11-/p032.jpg,math2026:main:50
simulacro-1,Matemáticas,EXT-eva2020-math1-01-01,1,1,1,False,guia-matematicas-11-1.pdf,Evaluar para Avanzar 2020 - Cuadernillo 1,assets/pages/expanded/eva2020-math1/eva2020-math1-01-01-01.jpg,eva2020-math1:01
simulacro-1,Matemáticas,EXT-eva2020-math1-02-06,5,2,6,True,guia-matematicas-11-1.pdf,Evaluar para Avanzar 2020 - Cuadernillo 1,assets/pages/expanded/eva2020-math1/eva2020-math1-02-06-01.jpg | assets/pages/expanded/eva2020-math1/eva2020-math1-02-06-02.jpg,eva2020-math1:02 | eva2020-math1:03 | eva2020-math1:04 | eva2020-math1:05 | eva2020-math1:06
simulacro-1,Matemáticas,EXT-eva2020-math1-07-07,1,7,7,False,guia-matematicas-11-1.pdf,Evaluar para Avanzar 2020 - Cuadernillo 1,assets/pages/expanded/eva2020-math1/eva2020-math1-07-07-01.jpg,eva2020-math1:07
simulacro-1,Matemáticas,EXT-eva2020-math1-08-08,1,8,8,False,guia-matematicas-11-1.pdf,Evaluar para Avanzar 2020 - Cuadernillo 1,assets/pages/expanded/eva2020-math1/eva2020-math1-08-08-01.jpg,eva2020-math1:08
simulacro-1,Matemáticas,EXT-eva2020-math1-09-09,1,9,9,False,guia-matematicas-11-1.pdf,Evaluar para Avanzar 2020 - Cuadernillo 1,assets/pages/expanded/eva2020-math1/eva2020-math1-09-09-01.jpg,eva2020-math1:09
simulacro-2,Matemáticas,EXT-eva2020-math1-10-10,1,10,10,False,guia-matematicas-11-1.pdf,Evaluar para Avanzar 2020 - Cuadernillo 1,assets/pages/expanded/eva2020-math1/eva2020-math1-10-10-01.jpg,eva2020-math1:10
simulacro-2,Matemáticas,EXT-eva2020-math1-11-11,1,11,11,False,guia-matematicas-11-1.pdf,Evaluar para Avanzar 2020 - Cuadernillo 1,assets/pages/expanded/eva2020-math1/eva2020-math1-11-11-01.jpg,eva2020-math1:11
simulacro-2,Matemáticas,EXT-eva2020-math1-12-12,1,12,12,False,guia-matematicas-11-1.pdf,Evaluar para Avanzar 2020 - Cuadernillo 1,assets/pages/expanded/eva2020-math1/eva2020-math1-12-12-01.jpg,eva2020-math1:12
simulacro-2,Matemáticas,EXT-eva2020-math1-13-14,2,13,14,True,guia-matematicas-11-1.pdf,Evaluar para Avanzar 2020 - Cuadernillo 1,assets/pages/expanded/eva2020-math1/eva2020-math1-13-14-01.jpg,eva2020-math1:13 | eva2020-math1:14
simulacro-2,Matemáticas,EXT-eva2020-math1-15-15,1,15,15,False,guia-matematicas-11-1.pdf,Evaluar para Avanzar 2020 - Cuadernillo 1,assets/pages/expanded/eva2020-math1/eva2020-math1-15-15-01.jpg,eva2020-math1:15
simulacro-2,Matemáticas,EXT-eva2020-math1-16-16,1,16,16,False,guia-matematicas-11-1.pdf,Evaluar para Avanzar 2020 - Cuadernillo 1,assets/pages/expanded/eva2020-math1/eva2020-math1-16-16-01.jpg,eva2020-math1:16
simulacro-2,Matemáticas,EXT-eva2020-math1-17-17,1,17,17,False,guia-matematicas-11-1.pdf,Evaluar para Avanzar 2020 - Cuadernillo 1,assets/pages/expanded/eva2020-math1/eva2020-math1-17-17-01.jpg,eva2020-math1:17
simulacro-2,Matemáticas,EXT-eva2020-math1-18-18,1,18,18,False,guia-matematicas-11-1.pdf,Evaluar para Avanzar 2020 - Cuadernillo 1,assets/pages/expanded/eva2020-math1/eva2020-math1-18-18-01.jpg,eva2020-math1:18
simulacro-2,Matemáticas,EXT-eva2020-math1-19-19,1,19,19,False,guia-matematicas-11-1.pdf,Evaluar para Avanzar 2020 - Cuadernillo 1,assets/pages/expanded/eva2020-math1/eva2020-math1-19-19-01.jpg,eva2020-math1:19
simulacro-2,Matemáticas,EXT-eva2020-math1-20-20,1,20,20,False,guia-matematicas-11-1.pdf,Evaluar para Avanzar 2020 - Cuadernillo 1,assets/pages/expanded/eva2020-math1/eva2020-math1-20-20-01.jpg,eva2020-math1:20
simulacro-2,Matemáticas,EXT-math2019-01-01,1,1,1,False,Cuadernillo-MT.pdf,,assets/pages/expanded/math2019/p005.jpg,math2019:01
simulacro-2,Matemáticas,EXT-math2019-02-02,1,2,2,False,Cuadernillo-MT.pdf,,assets/pages/expanded/math2019/p005.jpg,math2019:02
simulacro-2,Matemáticas,EXT-math2019-03-03,1,3,3,False,Cuadernillo-MT.pdf,,assets/pages/expanded/math2019/p006.jpg,math2019:03
simulacro-2,Matemáticas,EXT-math2019-04-06,2,4,6,True,Cuadernillo-MT.pdf,,assets/pages/expanded/math2019/p006.jpg | assets/pages/expanded/math2019/p007.jpg,math2019:04 | math2019:06
simulacro-2,Matemáticas,EXT-math2019-07-08,2,7,8,True,Cuadernillo-MT.pdf,,assets/pages/expanded/math2019/p007.jpg | assets/pages/expanded/math2019/p008.jpg,math2019:07 | math2019:08
simulacro-2,Matemáticas,EXT-math2019-09-13,3,9,13,True,Cuadernillo-MT.pdf,,assets/pages/expanded/math2019/p008.jpg | assets/pages/expanded/math2019/p009.jpg,math2019:09 | math2019:12 | math2019:13
simulacro-2,Matemáticas,EXT-math2019-14-14,1,14,14,False,Cuadernillo-MT.pdf,,assets/pages/expanded/math2019/p010.jpg,math2019:14
simulacro-2,Matemáticas,EXT-math2019-15-15,1,15,15,False,Cuadernillo-MT.pdf,,assets/pages/expanded/math2019/p010.jpg,math2019:15
simulacro-2,Matemáticas,EXT-math2019-17-17,1,17,17,False,Cuadernillo-MT.pdf,,assets/pages/expanded/math2019/p011.jpg,math2019:17
simulacro-2,Matemáticas,EXT-math2019-18-18,1,18,18,False,Cuadernillo-MT.pdf,,assets/pages/expanded/math2019/p011.jpg,math2019:18
simulacro-2,Matemáticas,EXT-math2019-20-20,1,20,20,False,Cuadernillo-MT.pdf,,assets/pages/expanded/math2019/p012.jpg,math2019:20
simulacro-2,Matemáticas,EXT-math2019-21-21,1,21,21,False,Cuadernillo-MT.pdf,,assets/pages/expanded/math2019/p012.jpg,math2019:21
simulacro-2,Matemáticas,EXT-math2019-22-22,1,22,22,False,Cuadernillo-MT.pdf,,assets/pages/expanded/math2019/p013.jpg,math2019:22
simulacro-2,Matemáticas,EXT-math2019-23-23,1,23,23,False,Cuadernillo-MT.pdf,,assets/pages/expanded/math2019/p013.jpg,math2019:23
simulacro-2,Matemáticas,EXT-math2019-24-24,1,24,24,False,Cuadernillo-MT.pdf,,assets/pages/expanded/math2019/p013.jpg,math2019:24
simulacro-2,Matemáticas,EXT-math2019-26-26,1,26,26,False,Cuadernillo-MT.pdf,,assets/pages/expanded/math2019/p014.jpg,math2019:26
simulacro-2,Matemáticas,EXT-math2019-28-28,1,28,28,False,Cuadernillo-MT.pdf,,assets/pages/expanded/math2019/p015.jpg,math2019:28
simulacro-2,Matemáticas,EXT-math2019-29-29,1,29,29,False,Cuadernillo-MT.pdf,,assets/pages/expanded/math2019/p015.jpg,math2019:29
simulacro-2,Matemáticas,EXT-math2019-30-30,1,30,30,False,Cuadernillo-MT.pdf,,assets/pages/expanded/math2019/p016.jpg,math2019:30
simulacro-2,Matemáticas,EXT-math2019-31-31,1,31,31,False,Cuadernillo-MT.pdf,,assets/pages/expanded/math2019/p016.jpg,math2019:31
